filename,rank,rank_n,time,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
1125_nm1334869_rm2729439232_1976-11-1_2015.jpg,6706.333333,0.558444444,5.532,441_sketch_0.JPEG,670_062.jpg,244_46e1de780a074f837800bf50d208fcf0.jpg,256_bc59bf91de48d82eaac98e652d6ce8e4.jpg,556_sketch_21.JPEG,420_sketch_21.JPEG,384_d4462e17e41b451a8ec8842753a934c9.jpg,266_0b4eb4affc1804f05f0c68275dcac60b.jpg,557_sketch_6.JPEG,646_024.jpg
1007_nm1111968_rm797480960_1982-5-28_2004.jpg,7022,0.58475,5.695,203_53d7daf27ccef69d3e5578ae3a214b0e.jpg,287_d879251bde96c2502cf5d63b01f3ef72.jpg,315_06f84f3681073920da4e11a1495f56a2.jpg,261_ca2d733e1b0714b85fee317cfe3f4b82.jpg,254_545a842e0a2b99e42b4a80ee703a5b82.jpg,868_141735846173_3.JPG,249_8be528092a8aa40551f12a74a3593bab.jpg,390_32ade651a1708cc3a125e555446190b2.jpg,227_788c05fb30ac168edd274cc3671cb72d.jpg,52_4b229c39c3a59b35.jpg
691_067.jpg,3453.888889,0.287407407,5.965,242_f0462c453af5ca90aab04cb880df3329.jpg,260_fcac8623bf677ee737ecaa0d07525a9c.jpg,242_5fd028669a880c75e017908bd1421106.jpg,256_fd4c0220da31da11e1417e53abce5ae7.jpg,605_042.jpg,260_11902e78f74b3fcd302da2080ab2252f.jpg,259_e09dd2d12731d3d372c0f40776942ad4.jpg,127_f8af51c28087474d.jpg,259_1c7d128b8348bcc4aca0f6e83a3da48d.jpg,287_85e844ad3203d65781504f09c549a1da.jpg
734_060.jpg,4888,0.406916667,5.68,255_0d009e44c60f3445bc5ebdacfd35e841.jpg,420_sketch_21.JPEG,462_sketch_24.JPEG,242_f0462c453af5ca90aab04cb880df3329.jpg,16_14af7511607d34ab.jpg,347_6b7171a01b966e3855bcc7de6dd30d9f.jpg,384_d4462e17e41b451a8ec8842753a934c9.jpg,282_0298a0520769cf3d7c43f0fc15ad52e6.jpg,259_e09dd2d12731d3d372c0f40776942ad4.jpg,256_bc59bf91de48d82eaac98e652d6ce8e4.jpg
519_sketch_19.JPEG,10623.77778,0.884898148,5.624,556_sketch_21.JPEG,557_sketch_29.JPEG,430_sketch_0.JPEG,689_062.jpg,765_104.jpg,449_sketch_22.JPEG,585_sketch_26.JPEG,673_057.jpg,517_sketch_29.JPEG,542_sketch_22.JPEG
633_033.jpg,2044.333333,0.169944444,5.833,294_482bb47d9eaf14f2bcbc77d06f9090a0.jpg,384_bf59160d4b2c5ad5a83ca499ce2c4fef.jpg,209_b7b6a8fa3a70f4dcd705c1c2e79f5ec7.jpg,91_a603490b2f88d1cd.jpg,388_73ce4faae24697205017792f6ec73d55.jpg,290_54b3a05769ed09c1ec807b3485eb3d62.jpg,256_fd4c0220da31da11e1417e53abce5ae7.jpg,261_2190ad894af6814167c3772dfa7c299c.jpg,666_071.jpg,282_8deddeeb467a8565ea0e431ab7c4ad6e.jpg
78_d8affef4bb4c45c2.jpg,3624.444444,0.30162037,5.649,258_ced09e8f8865b0e529f3587911a7ac1f.jpg,275_db9372f549af9dc4905275a98a14b351.jpg,266_0b4eb4affc1804f05f0c68275dcac60b.jpg,256_bc59bf91de48d82eaac98e652d6ce8e4.jpg,255_b74466e461fdb148c9520d8d27241f70.jpg,259_242844d1c479889b52523068277557cb.jpg,493_sketch_34.JPEG,264_52222e4d79d303d2c9ceca45eb2bd782.jpg,262_2bf86bc4801570cf132e09b2fa0870a7.jpg,260_63e6cb45fe6925c3f8c49c9d6f258cdf.jpg
1065_nm2782162_rm1746457600_1985-8-15_2010.jpg,6200.111111,0.516259259,6.092,259_8e82b88656b7e1a3a4e74d16da4b76ad.jpg,242_5fd028669a880c75e017908bd1421106.jpg,52_4b229c39c3a59b35.jpg,290_54b3a05769ed09c1ec807b3485eb3d62.jpg,254_80266b748d268761488136bca81b865b.jpg,256_fd4c0220da31da11e1417e53abce5ae7.jpg,248_8187e36a0c2b89a7320cec725ed44983.jpg,203_53d7daf27ccef69d3e5578ae3a214b0e.jpg,210_fbea48c377f5235ab76b082a65390640.jpg,253_90d3a68ed91ddae941539a99a3d527da.jpg
686_088.jpg,2694.777778,0.224148148,5.754,258_8733e8dfd686bdaa6c1fb2e806d6ff00.jpg,258_65eb105c47394339a2dd6f87ba4e441b.jpg,248_8187e36a0c2b89a7320cec725ed44983.jpg,251_a14c8117d085ff84c770c2d041a839e3.jpg,256_ccde110c3f48efd761200d6f6fc172d0.jpg,41_013ed3371e559c1b.jpg,242_5fd028669a880c75e017908bd1421106.jpg,299_4c58256af205829bd33c799a9324b29a.jpg,282_d0938c3293137597de4e19ac07dea715.jpg,240_01b3841571bce544b500058ddd09a8b2.jpg
706_027.jpg,6291.555556,0.52387963,5.693,256_2b67ba5c73456c2706450061195c444f.jpg,146_6aa4e9d520c757b3.jpg,259_e09dd2d12731d3d372c0f40776942ad4.jpg,676_085.jpg,216_711c35092693d65c946caaaaaa3bdc78.jpg,384_d4462e17e41b451a8ec8842753a934c9.jpg,641_014.jpg,260_fcac8623bf677ee737ecaa0d07525a9c.jpg,603_093.jpg,643_004.jpg
1016_nm0004266_rm3309996544_1982-11-12_2009.jpg,7245.222222,0.603351852,5.544,384_4caa7faf782dcbb7869c9039cdf1d7a6.jpg,294_482bb47d9eaf14f2bcbc77d06f9090a0.jpg,91_802d83c1ae6987b5.jpg,266_cf3f0d0ec636f08f1bd8c4d5cbfdb848.jpg,399_028a21312b5a04ea288f0e1a331c1694.jpg,236_31f55033f376d220ec9e6e93cffbdad3.jpg,340_1ce46d68acaea4131e2c1b954343fae1.jpg,256_bc59bf91de48d82eaac98e652d6ce8e4.jpg,22_23ab2f994cff3e61.jpg,258_ced09e8f8865b0e529f3587911a7ac1f.jpg
534_sketch_21.JPEG,11430,0.952083333,5.781,258_ced09e8f8865b0e529f3587911a7ac1f.jpg,275_db9372f549af9dc4905275a98a14b351.jpg,266_0b4eb4affc1804f05f0c68275dcac60b.jpg,256_bc59bf91de48d82eaac98e652d6ce8e4.jpg,347_6b7171a01b966e3855bcc7de6dd30d9f.jpg,245_2466ab9b79dac7fba9aede08221c3809.jpg,259_242844d1c479889b52523068277557cb.jpg,260_ea074d1e7d2ece796f2988ef3a5c1725.jpg,244_46e1de780a074f837800bf50d208fcf0.jpg,22_23ab2f994cff3e61.jpg
1108_nm0202966_rm3783513600_1956-6-4_2014.jpg,7524.222222,0.626601852,6.029,347_6b7171a01b966e3855bcc7de6dd30d9f.jpg,264_52222e4d79d303d2c9ceca45eb2bd782.jpg,265_d67da8aaadc500df6a2f74808d4cfeaa.jpg,258_ced09e8f8865b0e529f3587911a7ac1f.jpg,378_d895bc399a39792688c9a8b6e2dbf745.jpg,608_005.jpg,366_0495b12c0349bca77feb2928e154558c.jpg,264_30e5f466ebc375dc6eaae35b33da2d6a.jpg,399_028a21312b5a04ea288f0e1a331c1694.jpg,290_54b3a05769ed09c1ec807b3485eb3d62.jpg
849_121730427450_7.JPG,6211.111111,0.517175926,5.755,246_f672b6e13ca0d130f4e8236fdd9fbd02.jpg,399_028a21312b5a04ea288f0e1a331c1694.jpg,244_87069d803cecefa8e276e770a610d344.jpg,281_2b7f392d2e6cb5455122c18a4bf9dccb.jpg,336_de16b882ce120df4727b362c3308ca3e.jpg,253_90d3a68ed91ddae941539a99a3d527da.jpg,282_2daf43a3fa5d31cf0dcda01f59441f92.jpg,260_bf109f867fa69ce65e234e51f62b426e.jpg,249_8be528092a8aa40551f12a74a3593bab.jpg,259_8e82b88656b7e1a3a4e74d16da4b76ad.jpg
345_0b991d0ce6df96a5ed05d3bb95f787c7.jpg,2889.222222,0.240351852,5.614,462_sketch_24.JPEG,256_bc59bf91de48d82eaac98e652d6ce8e4.jpg,441_sketch_0.JPEG,244_46e1de780a074f837800bf50d208fcf0.jpg,556_sketch_21.JPEG,549_sketch_6.JPEG,266_0b4eb4affc1804f05f0c68275dcac60b.jpg,275_db9372f549af9dc4905275a98a14b351.jpg,420_sketch_21.JPEG,384_d4462e17e41b451a8ec8842753a934c9.jpg
24_548ef84a86b76f9c.jpg,2355.111111,0.195842593,5.77,282_0298a0520769cf3d7c43f0fc15ad52e6.jpg,244_46e1de780a074f837800bf50d208fcf0.jpg,242_f0462c453af5ca90aab04cb880df3329.jpg,647_089.jpg,384_d4462e17e41b451a8ec8842753a934c9.jpg,266_0b4eb4affc1804f05f0c68275dcac60b.jpg,255_b74466e461fdb148c9520d8d27241f70.jpg,256_bc59bf91de48d82eaac98e652d6ce8e4.jpg,281_68ae843afe56f11ce5393da3ecced4c3.jpg,16_8537de78868a1dea.jpg
