,filename,rank,rank_n,time,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
0,858_131485035714_9.JPG,198.66666666666666,0.01613888888888889,4.774,915_181833316802_5.JPG,851_131243439820_3.JPG,851_131243439820_1.JPG,851_131243439820_0.JPG,915_181833316802_6.JPG,959_251817007077_7.JPG,851_131243439820_5.JPG,915_181833316802_0.JPG,915_181833316802_2.JPG,851_131243439820_10.JPG
0,48_1e2efd6116d194f8.jpg,211.11111111111111,0.017175925925925924,4.958,48_5242ac0bf47e7b3a.jpg,74_8d4908d3b4a69e46.jpg,44_b5a5f2ed52b2d86e.jpg,74_f41921b9ff15976c.jpg,64_36d9ac8bff4cadb7.jpg,112_5ff735a0783bc92b.jpg,44_ea2de20e35ad1f1b.jpg,64_873dc056c724d907.jpg,64_e1501f4aeee6ab43.jpg,104_304a360b89d85760.jpg
0,526_sketch_12.JPEG,1789.5555555555557,0.14871296296296296,4.672,520_sketch_29.JPEG,130_d4358174e88d136e.jpg,130_1dadfc4127c4c266.jpg,164_66cecba3d5332289.jpg,130_964ec117213f1141.jpg,560_sketch_6.JPEG,130_65bc9b572699c582.jpg,44_da4282c28a9f9242.jpg,528_sketch_21.JPEG,528_sketch_22.JPEG
0,427_sketch_33.JPEG,1690.5555555555557,0.14046296296296296,4.657,555_sketch_12.JPEG,473_sketch_29.JPEG,417_sketch_29.JPEG,416_sketch_12.JPEG,471_sketch_34.JPEG,589_sketch_26.JPEG,406_sketch_22.JPEG,463_sketch_12.JPEG,428_sketch_19.JPEG,458_sketch_29.JPEG
0,554_sketch_6.JPEG,2462.8888888888887,0.20482407407407408,4.997,493_sketch_22.JPEG,554_sketch_26.JPEG,554_sketch_22.JPEG,554_sketch_24.JPEG,951_231463768380_2.JPG,705_006.jpg,623_056.jpg,727_027.jpg,824_111735135480_9.JPG,951_231463768380_1.JPG
0,547_sketch_34.JPEG,719.4444444444445,0.059537037037037034,4.791,598_sketch_0.JPEG,480_sketch_21.JPEG,402_sketch_0.JPEG,593_sketch_21.JPEG,593_sketch_22.JPEG,446_sketch_12.JPEG,470_sketch_26.JPEG,442_sketch_29.JPEG,480_sketch_12.JPEG,547_sketch_36.JPEG
0,462_sketch_22.JPEG,1983.5555555555557,0.16487962962962963,4.922,516_sketch_22.JPEG,907_181783939689_3.JPG,827_111747850446_2.JPG,848_121724714100_6.JPG,871_141743666518_4.JPG,516_sketch_0.JPEG,516_sketch_24.JPEG,516_sketch_12.JPEG,860_131556116453_6.JPG,907_181783939689_2.JPG
0,467_sketch_0.JPEG,548.2222222222222,0.04526851851851852,4.962,233_1a4ac6a762c169ac282557aa74e81d45.jpg,230_d669210d007dbb6f86a23f6bafd4f463.jpg,228_dc8cf83b1c81fbca3badaa5e23187c4c.jpg,227_035db5766a80ef2eab9b96a18373aca8.jpg,227_ea4b0e3b4e738e1b78e92b3ed12dee1d.jpg,384_bf59160d4b2c5ad5a83ca499ce2c4fef.jpg,214_e78a2644d55cd45ee1ad087aec117301.jpg,224_33c525998ce3af0f2bcab4b8e58403fe.jpg,356_6ff46c5d2463155f8e4fce85ec311258.jpg,224_44f387a73af51803dc6e3c21af105c05.jpg
0,686_018.jpg,1170.6666666666667,0.09713888888888889,4.72,987_271679755275_6.JPG,987_271679755275_7.JPG,767_050.jpg,646_091.jpg,987_271679755275_9.JPG,987_271679755275_8.JPG,872_141746164795_8.JPG,987_271679755275_10.JPG,795_016.jpg,966_252036553257_9.JPG
0,909_181794550673_8.JPG,8.222222222222221,0.0002685185185185185,4.574,909_181794550673_11.JPG,909_181794550673_6.JPG,909_181794550673_0.JPG,861_131569943402_0.JPG,913_181809543465_7.JPG,861_131569943402_9.JPG,913_181809543465_8.JPG,909_181794550673_3.JPG,913_181809543465_11.JPG,909_181794550673_9.JPG
0,177_bec07ed35018d4e1.jpg,261.55555555555554,0.02137962962962963,5.038,93_c57421932fc2d86e.jpg,194_5459dfb440c07f7a.jpg,122_a7b98d0e73973d5f.jpg,93_3ac9ed398e256631.jpg,160_2c86b8b9075e3230.jpg,141_3707b738cf42be2a.jpg,179_7713d9d5e551b576.jpg,122_bcaacf34a7aa20a0.jpg,141_6253c29cf2e20093.jpg,160_1a1700418b3f0fdc.jpg
0,63_978e107121888637.jpg,43.666666666666664,0.0032222222222222222,4.906,765_105.jpg,573_sketch_22.JPEG,573_sketch_6.JPEG,573_sketch_50.JPEG,63_660e23a0c255d863.jpg,621_076.jpg,63_b11b66cc81d41db1.jpg,57_c1fcf39c34d79898.jpg,63_d5e3afe8ce9fbcfd.jpg,57_9db33cdd0623ccc3.jpg
0,503_sketch_12.JPEG,1058.4444444444443,0.08778703703703704,4.771,722_045.jpg,506_sketch_21.JPEG,582_sketch_6.JPEG,1052_nm0000965_rm1840093440_1956-10-20_2007.jpg,227_ea4b0e3b4e738e1b78e92b3ed12dee1d.jpg,224_44f387a73af51803dc6e3c21af105c05.jpg,282_222d24a70aa77e51e5182692a2a2f995.jpg,228_dc8cf83b1c81fbca3badaa5e23187c4c.jpg,224_33c525998ce3af0f2bcab4b8e58403fe.jpg,356_6ff46c5d2463155f8e4fce85ec311258.jpg
0,865_141590392316_8.JPG,24.77777777777778,0.0016481481481481482,4.936,865_141590392316_10.JPG,865_141590392316_4.JPG,772_017.jpg,1194_nm1769806_rm1334020352_1978-10-11_2008.jpg,921_191431020906_1.JPG,210_fbea48c377f5235ab76b082a65390640.jpg,376_5a3f12073d3e2359f44f1bacff717785.jpg,795_017.jpg,650_099.jpg,620_054.jpg
0,1019_nm0000104_rm4086168832_1960-8-10_2015.jpg,717.5555555555555,0.05937962962962963,4.696,1060_nm0048414_rm2471426560_1959-10-7_2014.jpg,1186_nm0000430_rm1001503232_1958-8-24_2011.jpg,1135_nm0608601_rm2525019392_1958-2-24_2004.jpg,1037_nm1475594_rm2364340736_1980-4-26_2014.jpg,1048_nm0283945_rm639404544_1976-10-20_2009.jpg,1095_nm0001505_rm2695404288_1947-11-13_2005.jpg,1019_nm0000104_rm510046208_1960-8-10_2011.jpg,1079_nm0913460_rm582912512_1963-8-3_2008.jpg,1190_nm2212558_rm3863452416_1976-10-7_2002.jpg,1075_nm0574534_rm89037312_1942-9-29_2006.jpg
0,337_50abff356ac1220d0f76f86f971f0ec2.jpg,61.888888888888886,0.004740740740740741,4.957,341_32365d82dc6dd06c9fb07f51faa2fdfe.jpg,337_d31d889d1e8cdc7135390b932a934823.jpg,337_c5f2724db2b680a4b606c3d7e49d92e1.jpg,341_0ecd8e35df3575fd44909dd9f94c8090.jpg,338_2bef05b5f14ba4f6daec2995a0c3a9ac.jpg,341_fe1d8702cb244241303935ca083b19f2.jpg,339_aa9a55eea22a48f2546b1f72f94abcad.jpg,341_8933a797c53430750821bf2820e92fdc.jpg,339_0c04577882670b12307e3deacfb1a386.jpg,276_595c18df7ce1b4fcf238b933b244c481.jpg
