filename,rank,rank_n,time,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
652_027.jpg,5367.111111,0.446842593,7.156,260_11902e78f74b3fcd302da2080ab2252f.jpg,242_5fd028669a880c75e017908bd1421106.jpg,240_77c44f0846bae0cba96c79647632da94.jpg,388_780e3aedc79194ebb8edf9914741da0f.jpg,248_8187e36a0c2b89a7320cec725ed44983.jpg,780_007.jpg,388_73ce4faae24697205017792f6ec73d55.jpg,282_8deddeeb467a8565ea0e431ab7c4ad6e.jpg,362_7a699fc7ae958545299142923de73cf5.jpg,235_6a8ce746ca404d371a01de407d84dfe1.jpg
112_e0104e633f5fa889.jpg,1119.888889,0.092907407,7.03,245_2466ab9b79dac7fba9aede08221c3809.jpg,260_ea074d1e7d2ece796f2988ef3a5c1725.jpg,258_ced09e8f8865b0e529f3587911a7ac1f.jpg,73_ecbc52244f3b2cd9.jpg,253_90d3a68ed91ddae941539a99a3d527da.jpg,262_2bf86bc4801570cf132e09b2fa0870a7.jpg,281_68ae843afe56f11ce5393da3ecced4c3.jpg,275_db9372f549af9dc4905275a98a14b351.jpg,264_52222e4d79d303d2c9ceca45eb2bd782.jpg,22_23ab2f994cff3e61.jpg
36_748ec3649634dfb5.jpg,3341.777778,0.278064815,6.626,608_076.jpg,346_9f65c8e9ba3e8f7b08b439a711ac8258.jpg,608_005.jpg,608_095.jpg,608_084.jpg,258_ced09e8f8865b0e529f3587911a7ac1f.jpg,263_59b4a44916458e0c39c815792a96e70b.jpg,338_2bef05b5f14ba4f6daec2995a0c3a9ac.jpg,275_db9372f549af9dc4905275a98a14b351.jpg,112_e0104e633f5fa889.jpg
1092_nm0507338_rm3870201856_1957-1-25_2004.jpg,5478.777778,0.456148148,6.87,275_7e4a08c6aab1c7bf9c23e3ad599c31e7.jpg,246_f672b6e13ca0d130f4e8236fdd9fbd02.jpg,331_187f8cbfa301dba0bc46565d75a6a762.jpg,264_ec268e8765d711268089db91249d65e0.jpg,237_275aee0ced4903435e7e56246acb7cf5.jpg,249_8be528092a8aa40551f12a74a3593bab.jpg,371_196fbf25ba389012f78b9952a68d6eac.jpg,299_4c58256af205829bd33c799a9324b29a.jpg,260_5b91e6d47d6e74f49f5551ea45abf1de.jpg,350_6dc8aece0be4bb8898edd55d524a8b42.jpg
951_231463768380_11.JPG,2075.222222,0.172518519,6.816,302_9d67da8125fbd850c647d5054aee2f69.jpg,321_28c63070d3227068f2573b58751d244c.jpg,956_251727618566_9.JPG,240_01b3841571bce544b500058ddd09a8b2.jpg,505_sketch_12.JPEG,362_7a699fc7ae958545299142923de73cf5.jpg,299_4c58256af205829bd33c799a9324b29a.jpg,307_f09abfa247e918039e4ec1516e99045b.jpg,294_1798b7e404ac654c4bd62be3882b6531.jpg,228_1951feb5ac5243d70f89b267c05d413f.jpg
835_121606980099_9.JPG,6036.222222,0.502601852,7.261,347_6b7171a01b966e3855bcc7de6dd30d9f.jpg,290_54b3a05769ed09c1ec807b3485eb3d62.jpg,294_482bb47d9eaf14f2bcbc77d06f9090a0.jpg,242_f0462c453af5ca90aab04cb880df3329.jpg,242_5fd028669a880c75e017908bd1421106.jpg,259_8e82b88656b7e1a3a4e74d16da4b76ad.jpg,42_39530ee04add9231.jpg,259_e09dd2d12731d3d372c0f40776942ad4.jpg,264_30e5f466ebc375dc6eaae35b33da2d6a.jpg,253_90d3a68ed91ddae941539a99a3d527da.jpg
893_171651052108_6.JPG,9895.444444,0.824203704,6.583,256_bc59bf91de48d82eaac98e652d6ce8e4.jpg,462_sketch_24.JPEG,244_46e1de780a074f837800bf50d208fcf0.jpg,242_f0462c453af5ca90aab04cb880df3329.jpg,275_db9372f549af9dc4905275a98a14b351.jpg,384_d4462e17e41b451a8ec8842753a934c9.jpg,146_6aa4e9d520c757b3.jpg,259_e09dd2d12731d3d372c0f40776942ad4.jpg,266_0b4eb4affc1804f05f0c68275dcac60b.jpg,282_0298a0520769cf3d7c43f0fc15ad52e6.jpg
757_119.jpg,4992.111111,0.415592593,6.596,251_a14c8117d085ff84c770c2d041a839e3.jpg,248_8187e36a0c2b89a7320cec725ed44983.jpg,792_095.jpg,258_65eb105c47394339a2dd6f87ba4e441b.jpg,799_017.jpg,780_007.jpg,335_d223e726e2d9c144da54e4bda559eade.jpg,41_4b7d2039b76d2c8e.jpg,256_ccde110c3f48efd761200d6f6fc172d0.jpg,617_002.jpg
517_sketch_21.JPEG,5893.666667,0.490722222,6.733,556_sketch_21.JPEG,557_sketch_29.JPEG,585_sketch_26.JPEG,449_sketch_22.JPEG,441_sketch_0.JPEG,430_sketch_0.JPEG,462_sketch_24.JPEG,557_sketch_6.JPEG,420_sketch_21.JPEG,517_sketch_29.JPEG
443_sketch_26.JPEG,8421.666667,0.701388889,6.882,557_sketch_29.JPEG,449_sketch_22.JPEG,556_sketch_21.JPEG,557_sketch_6.JPEG,441_sketch_0.JPEG,420_sketch_21.JPEG,401_sketch_50.JPEG,585_sketch_26.JPEG,517_sketch_29.JPEG,146_6aa4e9d520c757b3.jpg
